Customer,Date,Dc.no,Part.no,Part description,Qty,Rate,Value,Fwt,Thick,Target  Manpower,variation Manpower,Actual Manpower,Target RawMaterial(Cost),variation RawMaterial,Actual RawMaterial,Target Machinepower(Cost),variation Machine power,Actual Machine power,Target Overhead(Cost)or Profit,variation overhead ,Actual Overhead or profit,Unnamed: 22
Company A,11/01/2023,4977,5E1850600,DELIVERY STRUCTURE 6,3.00,"52,262.30","156,786.90",308,3 CR,18814.428,3.643957057,18818.07196,94072.14,-3.843151048,94068.29685,20382.297,-3.322688455,20378.97431,23518.035,-4.807349491,23513.22765,
Company C,11/01/2023,4978,5A0102293,SHIM 2 THICK,500.00,23.20,"11,600.00",0.12,2 CR,1392.0,5.352806916,1397.352807,6960.0,2.09172898,6962.091729,1508.0,4.565181328,1512.565181,1740.0,-0.1127535383,1739.887246,
Company C,11/01/2023,4978,5G0353477,PIPE SUPPORT ASSEMBL,100.00,631.45,"63,145.00",1.517,"4 CR,4 HRPO,20 RUBBER",7577.4,-3.883922323,7573.516078,37887.0,-1.96628335,37885.03372,8208.85,5.872972163,8214.722972,9471.75,-3.246518833,9468.503481,
Company C,11/01/2023,4979,5G0132237,ROLLER BEAM EXT HEAD,4.00,279.37,"1,117.48",2.2,4 HR,134.0976,4.200671603,138.2982716,670.488,-4.47435446,666.0136455,145.2724,-1.137585456,144.1348145,167.622,-1.479416779,166.1425832,
Company F,11/01/2023,4980,5V116610150,COOLANT TANK SET ASS,2.00,"42,188.00","84,376.00",288.62,"2,3 CR",10125.12,-4.642719468,10120.47728,50625.6,-3.49402489,50622.10598,10968.88,-5.152748315,10963.72725,12656.4,-1.7588388,12654.64116,
Company A,11/01/2023,4981,5A3030779,FRONT BOTTOM CABLE C,30.00,50.69,"1,520.70",0.26,1.5 CR,182.484,-2.388937829,180.0950622,912.42,-0.8557191343,911.5642809,197.691,-0.4280071768,197.2629928,228.105,0.7979561786,228.9029562,
Company A,11/01/2023,4981,5D3131290,CAM SUPPORT COMPL.,28.00,204.14,"5,715.92",0.989,4 CR,685.9104,-2.370442864,683.5399571,3429.552,-4.168327118,3425.383673,743.0696,0.7433321008,743.8129321,857.388,0.08835697451,857.476357,
Company A,11/01/2023,4981,5D3132791,PLATFORM 48 INCH RHL,10.00,614.69,"6,146.90",4.86,3 CR,737.628,2.308179031,739.936179,3688.14,-1.231825814,3686.908174,799.097,-0.8122414211,798.2847586,922.035,-0.2463977687,921.7886022,
Company A,11/01/2023,4981,5D3400110,VERTICAL SUPPORT BOT,60.00,55.53,"3,331.80",0.28,4 HR,399.816,4.060943071,403.8769431,1999.08,-0.2573047886,1998.822695,433.134,3.893531267,437.0275313,499.77,0.7297271533,500.4997272,
Company A,11/01/2023,4981,5D3400290,RING 95X75X2,50.00,29.82,"1,491.00",0.41,2 CR,178.92,0.844612549,179.7646125,894.6,0.238722285,894.8387223,193.83,-1.645955455,192.1840445,223.65,3.278575498,226.9285755,
Company A,11/01/2023,4982,5C2630191,TENSIONING CLAMP WIT,50.00,175.99,"8,799.50",0.34,4 HRPO,1055.94,-0.4166610409,1055.523339,5279.7,2.072171529,5281.772172,1143.935,7.357376922,1151.292377,1319.925,0.2787527547,1320.203753,
Company A,11/01/2023,4982,5D3103510,RH PLATFORM BOTTOM S,10.00,373.30,"3,733.00",2.4,3 CR,447.96,-3.324360033,444.63564,2239.8,1.474273229,2241.274273,485.29,1.796246974,487.086247,559.95,4.062533437,564.0125334,
Company A,11/01/2023,4982,5F2200078,BEARING COVER,83.00,24.94,"2,070.02",0.1,1.5 CR,248.4024,4.239297021,252.641697,1242.012,2.747513182,1244.759513,269.1026,1.279908814,270.3825088,310.503,2.279368312,312.7823683,
Company A,11/01/2023,4982,5F2500111,CONNECTING PLATE -CO,500.00,4.68,"2,340.00",0.014,3 CR,280.8,-2.334370258,278.4656297,1404.0,3.080608433,1407.080608,304.2,-3.017491523,301.1825085,351.0,3.149262935,354.1492629,
Company A,11/01/2023,4983,542171690,CYLINDER COVER,18.00,"3,576.33","64,373.94",27.612,3 CR,7724.8728,-7.057436338,7717.815364,38624.364,2.320612741,38626.68461,8368.6122,-0.06673998156,8368.54546,9656.091,-7.224876697,9648.866123,
Company A,11/01/2023,4984,5E1050670,LAP CHANGER PLATE CO,20.00,"2,939.91","58,798.20",20.2,3 CR,7055.784,3.055142065,7058.839142,35278.92,-1.550720953,35277.36928,7643.766,8.677039849,7652.44304,8819.73,4.600595381,8824.330595,
Company A,12/01/2023,4985,SF5C1151490,DUCT COMPL,10.00,"2,150.68","21,506.80",6.57,"1,3 CR",2580.816,4.719030361,2585.53503,12904.08,0.9436169749,12905.02362,2795.884,4.451767619,2800.335768,3226.02,-2.515376332,3223.504624,
Company A,12/01/2023,4986,SF5C2290031,DUCT COMPLETE,20.00,"2,533.68","50,673.60",12.28,"1.5,4 CR",6080.832,-0.4969786523,6080.335021,30404.16,-3.17515225,30400.98485,6587.568,-4.519995139,6583.048005,7601.04,1.016500593,7602.056501,
Company A,12/01/2023,4987,542197790,ROLLER UNDER DUCT,5.00,"1,491.68","7,458.40",4.3,1 CR,895.008,2.204762426,897.2127624,4475.04,4.748042377,4479.788042,969.592,-1.296197642,968.2958024,1118.76,-0.7362041509,1118.023796,
Company A,12/01/2023,4988,5XD330092,LDB3 STRUCTURE 24 IN,1.00,"125,986.00","125,986.00",450,3 CR,15118.32,-1.921933595,15116.39807,75591.6,-3.745390245,75587.85461,16378.18,4.390707224,16382.57071,18897.9,3.006733093,18900.90673,
Company A,12/01/2023,4989,5XD330093,LDB3 STRUCTURE 24 IN,1.00,"125,986.00","125,986.00",450,3 CR,15118.32,-1.283927961,15117.03607,75591.6,-0.862726806,75590.73727,16378.18,-1.716713618,16376.46329,18897.9,-1.87972727,18896.02027,
Company A,12/01/2023,4990,5XD330014,LDB3 LH STRUTURE WIT,1.00,"151,488.00","151,488.00",831.63,1.6 CR,18178.56,4.549388478,18183.10939,90892.8,-6.101176616,90886.69882,19693.44,-1.964758439,19691.47524,22723.2,-0.8016780881,22722.39832,
Company A,12/01/2023,4991,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,1.030848111,18179.59085,90892.8,1.403404399,90894.2034,19693.44,-4.032227646,19689.40777,22723.2,-2.355250228,22720.84475,
Company A,12/01/2023,4992,5E1850600,DELIVERY STRUCTURE 6,1.00,"52,262.30","52,262.30",308,3 CR,6271.476,-5.97383256,6265.502167,31357.38,-4.097679851,31353.28232,6794.099,2.430772114,6796.529772,7839.345,-0.5552144351,7838.789786,
Company A,12/01/2023,4993,5E1850600,DELIVERY STRUCTURE 6,1.00,"52,262.30","52,262.30",308,3 CR,6271.476,-2.782469538,6268.69353,31357.38,0.07195494443,31357.45195,6794.099,-4.762873407,6789.336127,7839.345,-2.093337768,7837.251662,
Company A,12/01/2023,4994,5C1102198,FRONT SHEET TOP,10.00,286.59,"2,865.90",2.44,1.5 CR,343.908,-0.17524281,343.7327572,1719.54,1.059593408,1720.599593,372.567,-0.1029769535,372.464023,429.885,1.291610533,431.1766105,
Company A,12/01/2023,4994,5C1133138,HOLDING SHEET WITH,10.00,285.86,"2,858.60",1.97,4 HRPO,343.032,-1.290304135,341.7416959,1715.16,-2.766089694,1712.39391,371.618,0.05605580728,371.6740558,428.79,1.354749199,430.1447492,
Company A,12/01/2023,4994,5C1530153,RIGHT HOLDER,8.00,181.44,"1,451.52",0.85,2 CR,174.1824,-5.542544828,168.6398552,870.912,0.5976564306,871.5096564,188.6976,1.070969543,189.7685695,217.728,-1.089670008,216.63833,
Company A,12/01/2023,4994,5C1530153,RIGHT HOLDER,22.00,195.64,"4,304.08",0.85,2 CR,516.4896,-2.537493868,513.9521061,2582.448,1.020289057,2583.468289,559.5304,2.489086224,562.0194862,645.612,1.889751444,647.5017514,
Company A,12/01/2023,4994,5C1530154,LEFT HOLDER,12.00,210.94,"2,531.28",0.95,2 CR,303.7536,1.933180084,305.6867801,1518.768,-0.4208604347,1518.34714,329.0664,-0.3460075719,328.7203924,379.692,0.2389511719,379.9309512,
Company A,12/01/2023,4994,5C1530154,LEFT HOLDER,18.00,195.07,"3,511.26",0.95,2 CR,421.3512,2.168103363,423.5193034,2106.756,4.745028182,2111.501028,456.4638,3.627815925,460.0916159,526.689,-0.5227807129,526.1662193,
Company A,12/01/2023,4994,5F2500111,CONNECTING PLATE -CO,900.00,4.68,"4,212.00",0.014,3 CR,505.44,0.5062562941,505.9462563,2527.2,-0.2513420525,2526.948658,547.56,1.264822509,548.8248225,631.8,-2.277811708,629.5221883,
Company A,12/01/2023,4995,5F2250031,U SUPPORT 3X25X53X12,150.00,38.49,"5,773.50",0.23,1.5 CR,692.82,-4.696917794,688.1230822,3464.1,-2.952410438,3461.14759,750.555,1.810396828,752.3653968,866.025,0.6803605389,866.7053605,
Company A,12/01/2023,4996,5A3031234,SETTING BRACKET COMP,10.00,415.97,"4,159.70",1.53,4 HR,499.164,-3.039815435,496.1241846,2495.82,2.619415909,2498.439416,540.761,-4.179623821,536.5813762,623.955,2.971067353,626.9260674,
Company A,12/01/2023,4996,5A3031236,SETTING BRACKET COMP,10.00,415.97,"4,159.70",1.53,4 HR,499.164,1.873544085,501.0375441,2495.82,3.009633361,2498.829633,540.761,-4.819022675,535.9419773,623.955,0.6969281164,624.6519281,
Company A,12/01/2023,4996,5C1530471,CYLINDER HOLDER COMP,10.00,367.00,"3,670.00",1.66,6 HR,440.4,-4.750303659,435.6496963,2202.0,-0.1610548704,2201.838945,477.1,4.033243337,481.1332433,550.5,2.409044002,552.909044,
Company A,12/01/2023,4997,502118750,COVER PLATE,50.00,134.12,"6,706.00",0.71,4 CR,804.72,2.758292991,807.478293,4023.6,3.588500562,4027.188501,871.78,-2.381039209,869.3989608,1005.9,-6.003223478,999.8967765,
Company A,12/01/2023,4998,SF5F2250039,SAFETY FRAME COVER -,50.00,91.04,"4,552.00",0.56,1 CR,546.24,-1.359946021,544.880054,2731.2,-1.509637517,2729.690362,591.76,-3.635641455,588.1243585,682.8,2.702807937,685.5028079,
Company A,12/01/2023,4998,SF5F3230950,SIDE COVER COMPL,21.00,739.61,"15,531.81",0.95,1.5 CR,1863.8172,-1.588766461,1862.228434,9319.086,5.578734817,9324.664735,2019.1353,-3.098325722,2016.036974,2329.7715,-2.121125115,2327.650375,
Company A,12/01/2023,4999,542171690,CYLINDER COVER,6.00,"3,576.33","21,457.98",27.612,3 CR,2574.9576,-3.354344279,2571.603256,12874.788,10.42852543,12885.21653,2789.5374,-4.202603975,2785.334796,3218.697,2.309789879,3221.00679,
Company A,12/01/2023,5000,5E1836410,SECOND RESERVE CAN S,5.00,"4,718.00","23,590.00",25.71,1.6 CR,2830.8,-1.032647151,2829.767353,14154.0,-0.2342298573,14153.76577,3066.7,-2.158520618,3064.541479,3538.5,4.458713982,3542.958714,
Company A,12/01/2023,5001,5F2090294,TOP DOOR HEADSTOCK A,3.00,"1,720.06","5,160.18",7.25,"1.5,2,4 CR",619.2216,8.250409176,627.4720092,3096.108,-0.5000140961,3095.607986,670.8234,3.881122851,674.7045229,774.027,-1.302451104,772.7245489,
Company A,12/01/2023,5001,5F2090294,TOP DOOR HEADSTOCK A,7.00,"1,636.81","11,457.67",7.25,"1.5,2,4 CR",1374.9204,0.4668239985,1375.387224,6874.602,0.4449978345,6875.046998,1489.4971,-5.652528063,1483.844572,1718.6505,-1.048870746,1717.601629,
Company A,12/01/2023,5002,5C2830517,SIDE COVER WITH -FRO,10.00,513.56,"5,135.60",3.354,1.5 CR,616.272,0.4777670286,616.749767,3081.36,-4.385319744,3076.97468,667.628,-0.3021047351,667.3258953,770.34,-3.874885718,766.4651143,
Company A,12/01/2023,5003,5D3470010,CAN PLATE COMPL,6.00,"2,554.78","15,328.68",18.24,4 CR,1839.4416,-0.3271970271,1839.114403,9197.208,-5.259445199,9191.948555,1992.7284,-1.931809944,1990.79659,2299.302,-1.325394341,2297.976606,
Company A,12/01/2023,5004,5C1570210,FRONT COVER LH COMPL,10.00,958.29,"9,582.90",3.5,1.5 CR,1149.948,-0.8441044987,1149.103896,5749.74,1.887120901,5751.627121,1245.777,-0.823855623,1244.953144,1437.435,-2.676304377,1434.758696,
Company A,12/01/2023,5004,5C1570230,FRONT COVER RH COMPL,10.00,793.25,"7,932.50",3.32,1.5 CR,951.9,1.393269325,953.2932693,4759.5,-0.9016478286,4758.598352,1031.225,-2.668218395,1028.556782,1189.875,1.052936758,1190.927937,
Company A,12/01/2023,5005,5C1790230,JUNCTION BOX COMPL,6.00,"4,486.17","26,917.02",16.6,"1.5,3 CR & 4 HRPO",3230.0424,2.671278412,3232.713678,16150.212,-0.6390907152,16149.57291,3499.2126,0.8416631846,3500.054263,4037.553,-0.8403746328,4036.712625,
Company A,12/01/2023,5006,5F3430110,DUCT SUPPORT COMPLET,32.00,"1,051.15","33,636.80",3.77,3 CR,4036.416,0.9913956532,4037.407396,20182.08,0.8145112422,20182.89451,4372.784,-0.1194172909,4372.664583,5045.52,0.6611595689,5046.18116,
Company C,12/01/2023,5007,5A0102291,SHIM 4 THICK,900.00,39.50,"35,550.00",0.24,4 CR,4266.0,-0.8048721558,4265.195128,21330.0,-2.725523773,21327.27448,4621.5,2.631441326,4624.131441,5332.5,-1.127277582,5331.372722,
Company C,12/01/2023,5007,5A0102292,SHIM 3 THICK,"1,000.00",30.84,"30,840.00",0.295,4 CR,3700.8,-0.5215517193,3700.278448,18504.0,3.533678033,18507.53368,4009.2,1.450195602,4010.650196,4626.0,1.053910717,4627.053911,
Company C,12/01/2023,5008,SF5G0132878,COVER SHEET TOP RH,30.00,73.62,"2,208.60",0.41,4 HRPO,265.032,3.39869307,268.4306931,1325.16,1.025723501,1326.185724,287.118,-0.1402817935,286.9777182,331.29,-5.337361791,325.9526382,
Company C,12/01/2023,5008,SF5G0132879,COVER SHHET TOP LH,30.00,73.62,"2,208.60",0.25,2 CR,265.032,1.815865689,266.8478657,1325.16,2.878111372,1328.038111,287.118,3.512739311,290.6307393,331.29,4.375617222,335.6656172,
Company C,12/01/2023,5008,SF5G0132895,REAR SHEET RH,40.00,258.44,"10,337.60",1.659,2 CR,1240.512,-5.631563797,1234.880436,6202.56,0.7362286523,6203.296229,1343.888,-5.470558327,1338.417442,1550.64,1.837969728,1552.47797,
Company C,12/01/2023,5008,SF5G0132896,REAR SHEET LH,33.00,264.17,"8,717.61",1.66,2 CR,1046.1132,0.533344067,1046.646544,5230.566,-7.373764677,5223.192235,1133.2893,1.774339277,1135.063639,1307.6415,2.064426622,1309.705927,
Company C,12/01/2023,5009,5G0132237,ROLLER BEAM EXT HEAD,20.00,279.37,"5,587.40",2.2,4 HR,670.488,2.109581996,672.597582,3352.44,-3.34407827,3349.095922,726.362,2.838505122,729.2005051,838.11,-2.699740744,835.4102593,
Company C,12/01/2023,5009,5G0132238,ROLLER BEAM EXT HEAD,20.00,279.37,"5,587.40",2.2,4 HR,670.488,-3.03126011,667.4567399,3352.44,3.38058796,3355.820588,726.362,3.562438996,729.924439,838.11,3.784588732,841.8945887,
Company C,12/01/2023,5010,5G0270431,HOOD ASSY,3.00,"4,007.99","12,023.97",28.85,"3,2 CR",1442.8764,-1.478405882,1441.397994,7214.382,3.21005135,7217.592051,1563.1161,-1.723452082,1561.392648,1803.5955,-3.409495134,1800.186005,
Company C,12/01/2023,5011,5G0270431,HOOD ASSY,2.00,"4,007.99","8,015.98",28.85,"3,2 CR",961.9176,5.350414526,967.2680145,4809.588,-4.045124114,4805.542876,1042.0774,-2.422277555,1039.655122,1202.397,6.46103673,1208.858037,
Company C,12/01/2023,5012,5G0353477,PIPE SUPPORT ASSEMBL,200.00,631.45,"126,290.00",1.517,"4 CR,4 HRPO,20 RUBBER",15154.8,-2.004622754,15152.79538,75774.0,-2.741120252,75771.25888,16417.7,-7.223562093,16410.47644,18943.5,6.715270415,18950.21527,
Company C,12/01/2023,5013,SF5G0271330,HOUSING ASSLY,3.00,"8,252.56","24,757.68",72.65,"3,4 CR",2970.9216,4.185066237,2975.106666,14854.608,-1.525246272,14853.08275,3218.4984,-0.6901205632,3217.808279,3713.652,-2.410719921,3711.24128,
Company C,12/01/2023,5014,SF5G0271330,HOUSING ASSLY,3.00,"8,252.56","24,757.68",72.65,"3,4 CR",2970.9216,-0.3723864762,2970.549214,14854.608,-0.7225327032,14853.88547,3218.4984,2.685168413,3221.183568,3713.652,-0.1692678293,3713.482732,
Company A,12/01/2023,5015,5A3030779,FRONT BOTTOM CABLE C,19.00,50.69,963.11,0.26,1.5 CR,115.5732,-1.708349682,113.8648503,577.866,-1.91774018,575.9482598,125.2043,0.8194915073,126.0237915,144.4665,-0.6815437456,143.7849563,
Company A,12/01/2023,5015,5D3131570,CLOSING COVER COMPL,10.00,91.43,914.30,0.39,3 CR,109.716,-2.224556165,107.4914438,548.58,-2.404344864,546.1756551,118.859,0.0505696943,118.9095697,137.145,-2.983798502,134.1612015,
Company A,12/01/2023,5015,5D3400290,RING 95X75X2,30.00,29.82,894.60,0.41,2 CR,107.352,-0.8065913197,106.5454087,536.76,-0.5139459696,536.246054,116.298,-1.749340916,114.5486591,134.19,-0.8298260701,133.3601739,
Company A,12/01/2023,5015,5F2330094,CLOSING COVER BOTTOM,1.00,268.73,268.73,1.05,1 CR,32.2476,-4.7152614,27.5323386,161.238,0.9888378393,162.2268378,34.9349,-0.743068514,34.19183149,40.3095,1.804174437,42.11367444,
Company A,12/01/2023,5015,5F2330094,CLOSING COVER BOTTOM,14.00,262.74,"3,678.36",1.05,1 CR,441.4032,3.131715551,444.5349156,2207.016,-0.797931664,2206.218068,478.1868,-1.041352644,477.1454474,551.754,0.2118330029,551.965833,
Company D,13/01/2023,5016,5610284760XC,BRACKET,21.00,378.00,"7,938.00",2.419,6 HR,952.56,1.819337888,954.3793379,4762.8,2.844484572,4765.644485,1031.94,3.396446161,1035.336446,1190.7,0.3933470255,1191.093347,
Company D,13/01/2023,5016,5610284770XC,BRACKET,21.00,381.00,"8,001.00",2.419,6 HR,960.12,0.4291320193,960.549132,4800.6,-0.2787223936,4800.321278,1040.13,1.151571378,1041.281571,1200.15,-2.447409705,1197.70259,
Company D,13/01/2023,5016,5610284780XC,BRACKET,10.00,363.00,"3,630.00",2.326,6 HR,435.6,5.065585526,440.6655855,2178.0,2.115731301,2180.115731,471.9,1.408793445,473.3087934,544.5,-0.1862010369,544.313799,
Company D,13/01/2023,5016,5610284790XC,BRACKET,3.00,363.00,"1,089.00",2.326,6 HR,130.68,1.090883735,131.7708837,653.4,1.203833758,654.6038338,141.57,-4.201940201,137.3680598,163.35,-2.091698663,161.2583013,
Company D,13/01/2023,5016,5610385611XC,BRACKET,7.00,360.00,"2,520.00",1.697,6 HR,302.4,2.356052663,304.7560527,1512.0,6.103929552,1518.10393,327.6,0.302873689,327.9028737,378.0,-7.336553812,370.6634462,
Company D,13/01/2023,5016,5610682642XC,BRACKET,20.00,415.00,"8,300.00",2.042,5 HR,996.0,-4.857467189,991.1425328,4980.0,-1.930390155,4978.06961,1079.0,2.596083083,1081.596083,1245.0,-1.343209829,1243.65679,
Company D,13/01/2023,5017,5610682890XC,COVER,7.00,346.00,"2,422.00",2.323,2 CR,290.64,2.61631818,293.2563182,1453.2,1.064051464,1454.264051,314.86,-0.3377055712,314.5222944,363.3,-2.173266776,361.1267332,
Company D,13/01/2023,5017,5611681290XC,JOINT,9.00,207.00,"1,863.00",0.386,6 HR,223.56,-2.031377991,221.528622,1117.8,-2.492477849,1115.307522,242.19,4.474486134,246.6644861,279.45,-4.768918759,274.6810812,
Company D,13/01/2023,5017,5614383551XC,BRACKET,10.00,530.00,"5,300.00",5.29,6 HR,636.0,1.058999616,637.0589996,3180.0,-4.667153809,3175.332846,689.0,1.002392487,690.0023925,795.0,-0.484324176,794.5156758,
Company D,13/01/2023,5017,5614383731XC,PLATE,10.00,360.00,"3,600.00",2.153,10 HR,432.0,-4.935665459,427.0643345,2160.0,-5.533013636,2154.466986,468.0,-3.054028265,464.9459717,540.0,-2.709838569,537.2901614,
Company D,13/01/2023,5017,5614384145XC,BRACKET,7.00,343.00,"2,401.00",1.87,10 HR,288.12,-0.3723558172,287.7476442,1440.6,-1.997484575,1438.602515,312.13,0.6399485098,312.7699485,360.15,-0.6470148939,359.5029851,
Company D,13/01/2023,5017,5614384172XC,BRACKET,10.00,"1,061.00","10,610.00",3.565,10 HR,1273.2,3.19497587,1276.394976,6366.0,-1.780640823,6364.219359,1379.3,-0.3922612995,1378.907739,1591.5,2.239988181,1593.739988,
Company D,13/01/2023,5017,5616184210XC,BRACKET,10.00,353.00,"3,530.00",1.938,10 HR,423.6,1.155422105,424.7554221,2118.0,-0.6155847274,2117.384415,458.9,-0.8577204945,458.0422795,529.5,-3.740268525,525.7597315,
Company D,13/01/2023,5018,5614384411XC,BRACKET,5.00,"3,492.00","17,460.00",18.628,"5,6 HR",2095.2,-4.195876772,2091.004123,10476.0,0.5788869234,10476.57889,2269.8,3.757326243,2273.557326,2619.0,0.5702747678,2619.570275,
Company D,13/01/2023,5018,5615486562XC,BRACKET,26.00,"2,453.00","63,778.00",13.218,"5,6 HR",7653.36,-1.115001435,7652.244999,38266.8,0.06607700849,38266.86608,8291.14,-2.471886902,8288.668113,9566.7,1.844511446,9568.544511,
Company D,13/01/2023,5019,5614384671XC,BRACKET,10.00,209.00,"2,090.00",0.66,6 HR,250.8,-0.1677236404,250.6322764,1254.0,-3.213678091,1250.786322,271.7,1.806573293,273.5065733,313.5,0.2397495559,313.7397496,
Company D,13/01/2023,5019,561438A130XC,PLATE,10.00,188.00,"1,880.00",0.964,10 HR,225.6,1.279722816,226.8797228,1128.0,-2.400851023,1125.599149,244.4,2.846994663,247.2469947,282.0,-4.575685061,277.4243149,
Company D,13/01/2023,5019,561438A240XC,BRACKET,18.00,132.00,"2,376.00",0.811,5 HR,285.12,3.818683545,288.9386835,1425.6,-8.509797494,1417.090203,308.88,0.481753138,309.3617531,356.4,-1.256001622,355.1439984,
Company D,13/01/2023,5019,561438A760XC,COVER,5.00,419.00,"2,095.00",1.572,"2,5 CR",251.4,1.004800235,252.4048002,1257.0,2.690837089,1259.690837,272.35,4.246400689,276.5964007,314.25,-3.440459883,310.8095401,
Company D,13/01/2023,5019,5616185591XC,BRACKET,10.00,260.00,"2,600.00",1.17,10 HR,312.0,2.88637137,314.8863714,1560.0,1.443008973,1561.443009,338.0,2.370918047,340.370918,390.0,0.4902190924,390.4902191,
Company D,13/01/2023,5019,5618481420XC,BRACKET (LH),5.00,612.00,"3,060.00",3.267,6 HR,367.2,2.575433361,369.7754334,1836.0,-1.416963348,1834.583037,397.8,-6.80933695,390.9906631,459.0,3.158584333,462.1585843,
Company D,13/01/2023,5019,5618481440XC,BRACKET (LH),9.00,225.00,"2,025.00",1.454,10 HR,243.0,1.22065692,244.2206569,1215.0,0.8803448388,1215.880345,263.25,5.312845375,268.5628454,303.75,-1.957831043,301.792169,
Company D,13/01/2023,5019,5618982130XC,GUARD,5.00,879.00,"4,395.00",4.711,20 HR,527.4,-4.357414856,523.0425851,2637.0,-3.183639269,2633.816361,571.35,5.009832135,576.3598321,659.25,0.1056353178,659.3556353,
Company D,13/01/2023,5020,5614383751XC,PLATE,13.00,835.00,"10,855.00",4.299,6 CR,1302.6,-5.667959764,1296.93204,6513.0,2.61476068,6515.614761,1411.15,-0.9209113407,1410.229089,1628.25,-1.534065651,1626.715934,
Company D,13/01/2023,5020,5615467131XC,STAY,23.00,879.00,"20,217.00",4.585,10 HR,2426.04,5.710609306,2431.750609,12130.2,-3.880887453,12126.31911,2628.21,2.301234899,2630.511235,3032.55,-3.850834889,3028.699165,
Company D,13/01/2023,5020,5615487120XC,PLATE,22.00,857.00,"18,854.00",4.53,10 HR,2262.48,-2.470648945,2260.009351,11312.4,-0.1858346367,11312.21417,2451.02,-2.430064333,2448.589936,2828.1,-1.980549279,2826.119451,
Company D,13/01/2023,5020,5616183531XC,BRACKET,10.00,471.00,"4,710.00",3.111,10 HR,565.2,-2.568886743,562.6311133,2826.0,3.961121799,2829.961122,612.3,-2.263314856,610.0366851,706.5,-0.7843673688,705.7156326,
Company D,13/01/2023,5020,5618988310XC,COVER,8.00,989.00,"7,912.00",3.269,"2.5 CR,5 HR",949.44,-0.7477422101,948.6922578,4747.2,-1.513250008,4745.68675,1028.56,-3.939712275,1024.620288,1186.8,-4.635168656,1182.164831,
Company D,13/01/2023,5021,5618988520XC,PLATE,2.00,381.00,762.00,1.077,"3,5 HR",91.44,-4.763472354,86.67652765,457.2,-0.03141465634,457.1685853,99.06,0.1856684037,99.2456684,114.3,-1.322325472,112.9776745,
Company D,13/01/2023,5021,5618988590XC,BRACKET,1.00,430.00,430.00,1.49,"3,5 HR",51.6,-0.2786736196,51.32132638,258.0,-5.519183516,252.4808165,55.9,-2.717887476,53.18211252,64.5,-0.8059575666,63.69404243,
Company D,13/01/2023,5021,5698687321XC,BRACKET,6.00,382.00,"2,292.00",2.06,5 HR,275.04,-2.226732247,272.8132678,1375.2,2.526145069,1377.726145,297.96,1.967743701,299.9277437,343.8,-2.993020336,340.8069797,
Company D,13/01/2023,5022,5610682890XC,COVER,11.00,340.00,"3,740.00",2.323,2 CR,448.8,-0.531271044,448.268729,2244.0,-1.252714385,2242.747286,486.2,-2.007700042,484.1923,561.0,4.845394544,565.8453945,
Company D,13/01/2023,5022,561438A760XC,COVER,11.00,414.00,"4,554.00",1.572,"2,5 CR",546.48,1.181412287,547.6614123,2732.4,-0.125625032,2732.274375,592.02,0.6327473503,592.6527474,683.1,-4.068056144,679.0319439,
Company D,13/01/2023,5022,5618988310XC,COVER,12.00,977.00,"11,724.00",3.269,"2.5 CR,5 HR",1406.88,0.6496994065,1407.529699,7034.4,1.334493245,7035.734493,1524.12,2.635534147,1526.755534,1758.6,1.172142958,1759.772143,
Company D,13/01/2023,5022,5618988520XC,PLATE,9.00,377.00,"3,393.00",1.077,"3,5 HR",407.16,-0.3303981087,406.8296019,2035.8,-0.6575782398,2035.142422,441.09,2.345525519,443.4355255,508.95,1.399664879,510.3496649,
Company D,13/01/2023,5022,5618988590XC,BRACKET,11.00,427.00,"4,697.00",1.49,"3,5 HR",563.64,-0.03179209414,563.6082079,2818.2,-2.515339812,2815.68466,610.61,2.027006149,612.6370061,704.55,0.7102205281,705.2602205,
Company A,13/01/2023,5023,5E1830412,BASE TOP SHEET,19.00,"1,715.00","32,585.00",13.54,3 CR,3910.2,2.834435555,3913.034436,19551.0,0.8132730023,19551.81327,4236.05,2.542714677,4238.592715,4887.75,5.945868836,4893.695869,
Company A,13/01/2023,5024,5E1850600,DELIVERY STRUCTURE 6,3.00,"52,262.30","156,786.90",308,3 CR,18814.428,2.473305764,18816.90131,94072.14,3.778827672,94075.91883,20382.297,0.5829718934,20382.87997,23518.035,2.233411161,23520.26841,
Company A,13/01/2023,5025,5XD330014,LDB3 LH STRUTURE WIT,1.00,"151,488.00","151,488.00",831.63,1.6 CR,18178.56,-8.150409183,18170.40959,90892.8,2.877253644,90895.67725,19693.44,-3.86365082,19689.57635,22723.2,4.361236674,22727.56124,
Company A,13/01/2023,5026,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,7.623060445,18186.18306,90892.8,1.615142676,90894.41514,19693.44,-4.965889269,19688.47411,22723.2,0.7696352786,22723.96964,
Company A,13/01/2023,5027,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,1.857367568,18180.41737,90892.8,-2.554217818,90890.24578,19693.44,-3.094606068,19690.34539,22723.2,2.106116318,22725.30612,
